project_url,project_title,Deployment Type,Reason
https://github.com/jvscursulim/mlzoomcamp_capstone_project,Concrete Crack Detection,Web Service,gunicorn
https://github.com/PatrickCmd/mlzoomcamp-capstone-project-1,Kitchenware Classification Challenge,Web Service,web service
https://github.com/rizdiaprilian/MLZoomcamp_2022/tree/master/Project_1,Unknown,Unknown,
https://github.com/KevsDe/amz_reviewd_classificator,Amazon Review Analysis,Unknown,
https://github.com/Arcangis/card_identification,Card Deck Recognition,Unknown,
https://github.com/JesusAcuna/Date_Fruit_Classification_Keras,Date Fruit Classification,Web Service,flask
https://github.com/JavierMoraga1/capstone_project,Titanic Dimension Prediction,Unknown,
https://github.com/ChanTheDataExplorer/mlzoomcamp_capstone1_chan,Image Classification with Deep Learning,Web Service,gunicorn
https://github.com/clamytoe/kitchenware_classifier,Kitchenware Categorizer AI,Unknown,
https://github.com/aminakhmetov/aminakhmetov/tree/main/ML-ZoomCamp/Capstone%20Project,Unknown,Unknown,
https://github.com/deen360/Paris-housing-prediction,Paris House Cost Estimation,Web Service,flask
https://github.com/antihaddock/mlbookcamp_assignment2,Alzheimer's Detection Algorithm,Web Service,flask
https://github.com/kyokai/mlzoomcamp-capstone-1,Diabetes Risk Predictor,Unknown,
https://github.com/msinha251/mlzoomcamp-2022-capstone-project-1,Titanic Dimension Predictor,Unknown,
https://github.com/alevalve/Capstone1----ML_Zoom_Camp.-2022,Messi Penalty Predictor,Unknown,
https://github.com/boyarkin-m/ml_bc_capstone1,Term Deposit Prediction Analysis,Web Service,flask
https://github.com/Dmitrovich-Ivan/course-zoomcamp-homework/tree/main/capstone-project,Oil Spill Detection Algorithm,Unknown,
https://github.com/jcdumlao14/ML-zoomcamp-course-homework/tree/main/Capstone%20Project-1,Grapevine Leaf Classification,Unknown,
https://github.com/bhasarma/kitchenware-classification-project,Kitchenware Image Classification,Web Service,web service
https://github.com/ptrisha/mlbookcamp-code/tree/hw_branch/course-zoomcamp/homework/capstone1,Unknown,Unknown,
https://github.com/Peco602/brain-stroke-detector,Web-Based Stroke Detector,Web Service,flask
https://github.com/yegireddihemanth/MLZoomcamp2022/tree/main/capstone,Madrid House Price Predictor,Unknown,
https://github.com/KeiranJOC/review-classification-service,Sentiment Analysis Deployment,Unknown,
https://github.com/Regidan-codes/ML-ZOOMCAMP2022/tree/main/ML-ZOOMCAMP_CAPSTONE_PROJECT,Flower Image Classifier,Unknown,
https://github.com/meriem2012arb/Capstone1_project,Forest Fire Detection AI,Web Service,flask
https://github.com/sotoblanco/X-Ray-classification-model,Pneumonia Detection with TensorFlow,Unknown,
https://github.com/dimzachar/capstone_mlzoomcamp,Shell-Pebble Classifier Model,Unknown,
https://github.com/FranciscoOrtizTena/ML_Zoomcamp/tree/main/12_week_capstone_project,Flight Price Prediction,Unknown,
https://github.com/drew-two/ml-kitchenware-image-classification,Kitchenware Classification Challenge,Unknown,
https://github.com/skepticalchemist/Sex-prediction-from-fundus-image,Gender Prediction from Fundus Images,Batch,batch
https://github.com/LoHertel/lost-in-cupboard,Household Item Classification,Unknown,
https://github.com/rzabolotin/ml_zoomcamp_2022_project_2,Cat Breed Prediction AI,Web Service,flask
https://github.com/cmigpereira/machine-learning-zoomcamp-capstone-project,Wine Quality Predictor,Unknown,
https://github.com/Nakulbajaj101/mlzoomcamp-capstone-loan-prediction,Fair Loan Predictions,Unknown,
https://github.com/braccinocorto/MLZoomcamp/tree/main/__Capstone_Project,Spotify Playlist Match,Unknown,
https://github.com/daniel-gheorghita/mlzoomcamp/tree/main/Projects/Capstone_1_rock_paper_scissor_classification,Hand Pose Classifier,Unknown,
https://github.com/KateK1/ML_Zoomcamp/tree/main/%D0%A1apstone%20project,IT Candidate Prediction,Unknown,
https://github.com/lucapug/capstone-kitchenware-classification,Kitchenware Image Classification,Unknown,
https://github.com/starynin/mlzoomcamp/tree/main/Capstone%201,Predictive Maintenance Model,Unknown,
https://github.com/brut0/ml-zoomcamp/tree/main/project_capstone_1,Electric Vehicle Battery Prediction,Unknown,
https://github.com/alex-fedorenk0/ml-zoomcamp/tree/main/capstone_project_1,Santa Image Classification Deployment,Unknown,
https://github.com/Liftingthedata/ML-Zoompcamp/tree/main/Capstone%20Project%20-%201,Image Classification using Neural Network,Unknown,
https://github.com/Blaqadonis/mlzoomcamp2022_capstone_project1,CSV Feature Engineering Deployment,Unknown,
https://github.com/AEBU/mlzoomcamp/tree/main/capstone-project,Scholarship Allocation Formula,Unknown,
https://github.com/DmitryKarpuk/LeafDiseaseClassifier,Leaf Disease Classifier Tool,Web Service,flask
https://github.com/maclavijo/Kitchenware-Project,Kitchenware Image Classification,Unknown,
https://github.com/carrionalfredo/Capstone_1,Pistachio Variety Classifier,Web Service,flask
https://github.com/MuhammadAwon/kitchenware-classification,Kitchen Utensil Classifier,Streaming,stream
https://github.com/Avisprof/ML_Zoomcamp_Capstone_Project,Kitchenware Image Classification,Unknown,
https://github.com/MekongDelta-mind/ml_zoomcamp_2022_projects/tree/gh_capstone_one_branch/ml_zoomcamp_2022_capstone_one,Unknown,Unknown,
https://github.com/arundac23/ML_Zoomcamp_2022/tree/master/12_project_2,Natural Scene Image Classification,Unknown,
https://github.com/surawut-jirasaktavee/course-machine-learning-zoomcamp/tree/main/project-capstone,Bean Classification AI,Unknown,
https://github.com/martinnnuez/Kitchenware-classifier,Kitchenware Image Classification,Web Service,web service
https://github.com/Danselem/chestxray,Chest X-Ray Classification,Unknown,
https://github.com/zkeller89/ml_zoomcamp_cohort_2022/tree/main/capstone_project,Kitchenware Image Classification,Unknown,
https://github.com/suri976/ML-ZoomCamp_2022/tree/main/Capstone,Unknown,Unknown,
https://github.com/sambonuruddeen/ML-Zoomcamp-capstone1.git,Bank Account Prediction Model,Unknown,
https://github.com/DvirFl/ML-ZoomCamp/tree/main/MidtermProject,Potability Prediction with ML,Unknown,
https://github.com/MarcosMJD/ml-mango-classification,Mango Variety Classifier,Web Service,flask
https://github.com/modfa/Capstone-Vegetable-Classification,Vegetable Classification using CNN,Web Service,flask
https://github.com/angel-devicente/capstone-mlzoomcamp,Breast Cancer Prediction,Unknown,
https://github.com/vermadev54/mlzoomcamp_2022/tree/main/CapstoneProject1,Unknown,Unknown,
https://github.com/bsenst/capstone1-skin-lesion-classifier,Skin Lesion Classification Experiment,Unknown,
https://github.com/lipinor/churn_prediction,Bank Churn Prediction Algorithm,Unknown,
https://github.com/AZaretskaya/ml-zoomcamp-homeworks/tree/main/capstone_project,Ad Click Prediction Algorithm,Unknown,
https://github.com/AlainDot/mlzc-cp1,Diabetes Prediction Model,Unknown,
https://github.com/buind85/ml-zoomcamp/tree/ca931364a70c6ddb0a7af57cc1cdc9c71e1e99ec/capstone-1,Unknown,Unknown,
https://github.com/eeeds/kitchenware-classification,Kitchenware Image Classifier,Batch,batch
https://github.com/Kibzik/bike-sharing-analysis,Bike Usage Analysis Chicago,Web Service,fastapi
https://github.com/AaishaMuhammad/mlzoomcamp_capstone,Kitchenware Recognition Model,Web Service,flask
https://github.com/sl2902/mlbookcamp-code/tree/main/capstone1,Credit Card Churn Prediction,Unknown,
https://github.com/nirmadevi7/zoomcamp_homework/tree/main/Capstone_Project1,Unknown,Unknown,
https://github.com/TatyanaMardvilko/CapstoneProject,Music Genre Classification,Unknown,
https://github.com/Emekadavid/mushroom-classification,Mushroom Safety Analysis,Web Service,flask
https://github.com/kdqemre/ml-zoomcamp-capstone-1,Fast Food Image Classification,Web Service,web service
https://github.com/AsMoh/Plant-Diseases-Classification,Crop Leaf Classification AI,Unknown,
https://github.com/arebimohammed/Image-Classification-End-to-End-Machine-Learning-Project,Image Classification on AWS,Unknown,
https://github.com/chintalapudipraneeth/MlZoomCamp/tree/main/Capstone%20Project,Music Genre Classification,Unknown,
https://github.com/katrinlaura73/MLZoomcamp/tree/main/CapstoneProject,Germany's Vaccination Death Prediction,Unknown,
https://github.com/venky-lucky/Zoomcamp_Homework/blob/main/CapstoneProject1.rar,Unknown,Unknown,
https://github.com/De1iad/ML-Zoomcamp-Capstone1,Bank Fraud Detection AI,Unknown,
https://github.com/ranga4all1/food101-classification,Food Image Classification AI,Unknown,
https://github.com/Chewye/ZoomCamp_projects/tree/main/Capstone_1,Unknown,Unknown,
https://github.com/Andrej-Ilin/course_zoomcamp_2022/tree/main/capstone1,Dog Breed Identifier,Unknown,
https://github.com/KevsDe/madrid_house_price,Madrid House Price Estimator,Unknown,
https://github.com/alejomaar/Machine-Learning-Zoomcamp/tree/main/Midterm_proyect,Unknown,Unknown,
https://github.com/cmigpereira/machine-learning-zoomcamp-midterm-project,Unknown,Unknown,
https://github.com/Arcangis/Valid_Job_Prediction,Fraudulent Job Post Classifier,Unknown,
https://github.com/vlad-e/wine-quality,Wine Classification Analysis,Unknown,
https://github.com/jiujitsa/price_prediction_app,Car Part Price Prediction,Unknown,
https://github.com/Balsky99/midterm-project,Mobile Price Estimator,Web Service,web service
https://github.com/starynin/mlzoomcamp/tree/main/Midterm%20Project,Predictive Maintenance Solution,Unknown,
https://github.com/mayankdubey1996/flight_fare_prediction,India Flight Fare Prediction,Unknown,
https://github.com/gladomat/mlzoomcamp_project_1,Diamonds ML Analysis,Unknown,
https://github.com/rzabolotin/ml_zoomcamp_2022_project_1,Car Spending Predictor,Unknown,
https://github.com/darkcorpd/ml-zoomcamp/tree/main/twitter-bots-classification,Unknown,Unknown,
https://github.com/skepticalchemist/heart_disease_risk_classifier,Heart Disease Risk Predictor,Web Service,web service
https://github.com/bhasarma/mlcoursezoom-camp/tree/main/WK08-09-midterm-project,Term Deposit Predictor,Unknown,
https://github.com/PatrickCmd/mlzoomcamp/tree/main/course-zoomcamp/mid-term-project,Smoke Alarm System,Unknown,
https://github.com/Hertzspr/garment_productivity_rater,Garment Productivity Prediction,Unknown,
https://github.com/GreLeBr/mlzoom/tree/master/mid_proj,Unknown,Unknown,
https://github.com/hamitguner/ML-zoomcamp/tree/main/midterm-project,Credit Card Default Prediction,Unknown,
https://github.com/angelineolapa/LBW-RiskPrediction,Low Birth Weight Predictor,Unknown,
https://github.com/msinha251/mlzoomcamp-midterm-project-2022,Titanic Dimension Predictor,Unknown,
https://github.com/sl2902/mlbookcamp-code/tree/main/midterm,Car Purchase Predictor,Unknown,
https://github.com/jvscursulim/mlzoom2022_midterm_project,Heart Failure Predictor App,Web Service,gunicorn
https://github.com/AkramMubeen/ML/tree/master/MidtermProject,Heart Failure Prediction AI,Unknown,
https://github.com/coderleonardo/ml_engineering_zoomcamp/tree/main/midterm_project,Car Value Prediction Tool,Unknown,
https://github.com/zkeller89/ml_zoomcamp_cohort_2022/tree/main/midterm_project,Patient Readmission Predictor,Unknown,
https://github.com/meriem2012arb/Midterm-Project,Stroke Prediction using ML,Web Service,flask
https://github.com/madhuri-15/home-loan-approval-prediction,Home Loan Eligibility Predictor,Web Service,flask
https://github.com/DeleMike/2022-zoomcamp/tree/main/midterm_project,Heart Disease Prevention Model,Unknown,
https://github.com/sambonuruddeen/bookcamp-midterm.git,Bank Account Predictor,Web Service,gunicorn
https://github.com/braccinocorto/MLZoomcamp/tree/main/__Midterm%20Project,Heart Stroke Predictor,Unknown,
https://github.com/kdqemre/ml-zoomcamp,Tanzanian Water Pump Prediction,Web Service,web service
https://github.com/praveenbalijepalli/zoomcamp2022-midterm-project,Webpage Classification AI,Web Service,flask
https://github.com/Regidan-codes/ML-ZOOMCAMP2022/tree/main/ML_ZOOMCAMP_MIDTERM_PROJECT,Solar Eclipse Classification,Unknown,
https://github.com/MarcosMJD/ml-fish-weight-predition,Fish Weight Predictor,Web Service,flask
https://github.com/dheerajkarra/ML_Engineering/tree/main/Mid_Project,Credit Fraud Detection Deployment,Unknown,
https://github.com/Danselem/appliance_pred,Energy Consumption Prediction Model,Unknown,
https://github.com/rizdiaprilian/MLZoomcamp_2022/tree/master/Capstone_project,Unknown,Unknown,
https://github.com/ivtprakashhotmail/employee-attrition,Employee Attrition Prediction,Unknown,
https://github.com/hichemck/airbnb,Airbnb Price Predictor,Unknown,
https://github.com/npthao110/machine-learning---data-club/blob/main/Project.ipynb,Unknown,Unknown,
https://github.com/douglas-dm9/ML-zoomcamp/tree/main/capstone_project,Unknown,Unknown,
https://github.com/danannisar/track_popularity_reg,Unknown,Unknown,
https://github.com/lipinor/co2_emission,CO2 Emission Predictor,Unknown,
https://github.com/angel-devicente/midterm-mlzoomcamp,Badminton Match Predictor,Unknown,
https://github.com/moizali-dev/MusicClassificationModel,Genre Prediction with Xgboost,Web Service,gunicorn
https://github.com/TMahatoky/Midterm_project-Zoomcamp-,Fake Job Classification,Web Service,gunicorn
https://github.com/MemoonaTahira/Traffic_Violation_Classification,Traffic Violation Classification,Unknown,
https://github.com/Dmitrovich-Ivan/course-zoomcamp-homework/tree/main/midterm-project,Streamlined Insurance Premiums,Unknown,
https://github.com/alex-fedorenk0/ml-zoomcamp/tree/main/midterm-project,Student Performance Predictor,Unknown,
https://github.com/yadwink/Machine-Learning/tree/main/Mid-Term%20Project,Unknown,Unknown,
https://github.com/Nakulbajaj101/mlbookzoomcamp-midterm-stroke-prediction,Stroke Risk Predictor,Unknown,
https://github.com/Avisprof/ML_Zoomcamp_Midterm_Project,Next Week Sales Prediction,Web Service,flask
https://github.com/emma-carballal/mlzoomcamp-midterm-project,Heart Disease Classifier Deployment,Unknown,
https://github.com/mary435/cardiovascular_diseases_risk_model.git,Cardio Risk Prediction Tool,Unknown,
https://github.com/EdidiongEsu/mlzoomcamp_learning/tree/main/projects/midterm_project,Churn Rate Prediction,Unknown,
https://github.com/katrinlaura73/MLZoomcamp/tree/main/MidtermProject,Obesity Prediction with Random Forest,Unknown,
https://github.com/Sivapriyapj/HealthInsurance_ML.git,Unknown,Unknown,
https://github.com/martinnnuez/MachineLearningZoomcampMidtermProject,Salary Prediction Model Deployment,Web Service,flask
https://github.com/AlainDot/mlzc-mid,Heart Failure Prediction Service,Web Service,web service
https://github.com/illyge/ml-zoomcamp-midterm-project,Disaster Detection with NLP,Unknown,
https://github.com/AsMoh/MLZoompcamp-Midterm-Project.git,Attack Prediction with XGBoost,Unknown,
https://github.com/antihaddock/ml_bookcamp_project,Alzheimer's Diagnosis with MRI,Web Service,flask
https://github.com/Efradgalio/MLZoomcamp-2022-Summary/tree/main/Week-7%20midterm-project,Unknown,Unknown,
https://github.com/xtbtds/Heart_Attack_Prediction_Service,Unknown,Unknown,
https://github.com/gabrielorce/mlbookcamp-code/tree/master/course-zoomcamp/cohorts/2022/midterm_project,Unknown,Unknown,
https://github.com/idh71/ml-zoomcamp/tree/main/Midterm_project,Income Predictor Classifier,Unknown,
https://github.com/Rei-Moriaty/Disaster-Tweet-Classification,Tweet Disaster Classifier,Web Service,flask
https://github.com/eeeds/ML-Camp/tree/master/08-midterm-project,Spotify Music Classifier,Unknown,
https://github.com/Chewye/zoomcamp,Unknown,Unknown,
https://github.com/jxareas/Phone-Price-Prediction,Phone Price Predictor,Unknown,
https://github.com/Tobi-Ade/Mobile-Price-Classification,Mobile Price Classifier,Web Service,flask
https://github.com/dimzachar/mlzoomcamp_projects/tree/master/00-midterm_project,Energy Efficiency Optimization Framework,Unknown,
https://github.com/kyokai/mlzoomcamp-midterm,Unknown,Unknown,
https://github.com/FranciscoOrtizTena/ML_Zoomcamp/tree/main/8_week,Predictive Machine Maintenance,Unknown,
https://github.com/arebimohammed/Adult-Cencus-End-to-End-Machine-Learning-Project,Annual Income Prediction,Unknown,
https://github.com/Peco602/very-simple-malware-detector,Windows Malware Detector,Web Service,flask
https://github.com/JavierMoraga1/midterm_project,NYC Taxi Trip Duration,Web Service,gunicorn
https://github.com/KeiranJOC/heart-attack-prediction-service,Identifying Heart Attack Risk,Unknown,
https://github.com/AaishaMuhammad/mlzoomcamp_midterm,Frog Toxicity Predictor,Unknown,
https://github.com/rahmatmamat1/machine-learning-zoomcamp/tree/main/08-mid-term-project,Click-to-Download Prediction Algorithm,Unknown,
https://github.com/carrionalfredo/Spaceship-Titanic,Dimensional Titanic Prediction,Web Service,flask
https://github.com/nhockcuncon77/MachineLearningDataClub,ML Data Club Hashtag,Unknown,
https://github.com/sotoblanco/BTC_Price_Prediction,Bitcoin Price Prediction Analysis,Unknown,
https://github.com/AfroGrit/zoomcamp/tree/module-capstone-1/ML/module-capstone-1,Unknown,Unknown,
https://github.com/NashatAlli/stroke_prediction.git,Stroke Risk Prediction Model,Web Service,flask
https://github.com/lucapug/midterm_shopping_intention,Online Transaction Predictor,Unknown,
https://github.com/DmitryKarpuk/BeerBitterRegressor,Beer IBU Predictor,Web Service,flask
https://github.com/drcoronel/mlzoomcamp_midterm2020,Wine Quality Classification,Unknown,
https://github.com/tahabinzafar/ML-Zoomcamp/tree/main/midterm_project,Unknown,Unknown,
https://github.com/Andrej-Ilin/Midterm_projects_ZoomCamp,Mobile Price Classification,Web Service,flask
https://github.com/Emekadavid/bike-rentals,Bike Rental Forecasting in Seoul,Web Service,flask
https://github.com/moro23/ml_price_prediction_project,Dynamic Device Pricing Strategy,Unknown,
https://github.com/intelMT/ML-Engineering-Camp/tree/main/MidtermProject,Rent Price Prediction Tool,Unknown,
https://github.com/davidcolton/mlzoomcamp-midterm-project,Chicago Arrest Prediction,Web Service,flask
https://github.com/ElenaNKn/ml-zoomcamp-solutions/tree/master/midterm_project_binary_classification,Udemy Popularity Predictor,Unknown,
https://github.com/SimonIlishaev/ml-zoomcamp-hw/tree/master/nlp_classic,NLP Classification with Boosting,Unknown,
https://github.com/Ubinazhip/house_price,Almaty Flat Price Prediction,Web Service,flask
https://github.com/sanjivch/student-performance-with-alcohol,Alcohol and Student Performance,Web Service,flask
https://github.com/breedish/bWwyMDIy/tree/main/midterm,Asteroid Prediction Model,Unknown,
https://github.com/AZaretskaya/ml-zoomcamp-homeworks/tree/main/midterm_project,Building Heating Efficiency Analysis,Unknown,
https://github.com/nirmadevi7/zoomcamp_homework/tree/main/MIDTERM_PROJECT,Safe Drinking Water Analysis,Unknown,
https://github.com/adamorad/midtermproject/tree/main,Unknown,Unknown,
https://github.com/Vladimyr23/audiobook-recommender,Audiobook Recommender Tool,Unknown,
https://github.com/arwa267/Course_Zoomcamp_Homework/tree/main/Project,Unknown,Unknown,
https://github.com/De1iad/ML-Zoomcamp-MidTerm,Medical Cost Predictor,Unknown,
https://github.com/tankudo/ZoomCamb_2022_HomeWork/tree/main/MidTermProject,Retail Fraud Detection,Unknown,
https://github.com/brut0/ml-zoomcamp/tree/main/project_midterm,Telco Churn Prediction Pipeline,Unknown,
https://github.com/jcdumlao14/Homework-ml-zoomcamp/tree/main/Midterm%20Project,Insurance Claim Prediction with XGBoost,Unknown,
https://github.com/nghenzi/midterm_project,Unknown,Unknown,
https://github.com/harg74/ML_ZoomCamp_2022/tree/main/midterm_project,Car Price Prediction AI,Unknown,
https://github.com/StefanieSenger/DiabetesAlert,Diabetes Prediction App,Web Service,flask
https://github.com/ranga4all1/flight_delay_prediction,Flight Delay Predictor,Web Service,web service
https://github.com/alevalve/ML_Zoom_Camp,Portuguese Grade Prediction,Web Service,flask
https://github.com/kmue/mlbookcamp-midterm,Insurance Cross-Selling Prediction,Unknown,
https://github.com/arundac23/ML_Zoomcamp_2022/tree/master/08_midterm_project,Unknown,Unknown,
https://github.com/tanyashagova/attrition-data-investigation,Employee Attrition Solution,Web Service,flask
https://github.com/segobee/Taarifa_Water_Pump_Project,Water Pump Condition Predictor,Unknown,
https://github.com/kausnz/panama-electricity-load-forecast,Electricity Demand Forecasting,Unknown,
https://github.com/tummala-hareesh/ml_zoomcamp_ht/tree/main/ipynb/midterm_project,Crime Count Predictor,Unknown,
https://github.com/jamontanac/MLZoomCamp/tree/main/Mid%20Project,Unknown,Unknown,
https://github.com/DaniTrece/rice-classification,Unknown,Unknown,
https://github.com/ChanTheDataExplorer/MLProject_Dota2.git,Dota 2 Winner Prediction,Web Service,web service
https://github.com/Resa200/ML-ZOOMCAMP/tree/master/Mid%20Term%20Project,Accurate Diabetes Prediction,Unknown,
https://github.com/yuliyagk/zoomcamp_midterm_project,Trained Models for Predictions,Unknown,
https://github.com/modfa/Water_Quality_Check_ML_Project,Potability Prediction with ML,Web Service,flask
https://github.com/relew/Animal-adoption-project,Shelter Animal Outcome Prediction,Unknown,
https://github.com/aminakhmetov/aminakhmetov/tree/main/ML-ZoomCamp/Midterm%20Project,Match Prediction Using ML,Unknown,
https://github.com/maclavijo/DiabetesPredictionProject,Diabetes Prediction Tool,Unknown,
https://github.com/Blaqadonis/MlZoomcamp2022MidTermProject/tree/master,Unknown,Unknown,
https://github.com/ukvar/Machine-Learning-Zoomcamp-Homeworks/tree/main/Midterm-Project,Heart Disease Risk Prediction,Unknown,
https://github.com/ukokobili/ML_engineering/tree/main/midterm_project,Travel Insurance Predictor,Unknown,
https://github.com/Liftingthedata/ML-Zoompcamp/tree/main/Midterm%20Project,NY Taxi Fare Prediction,Unknown,
https://github.com/MekongDelta-mind/ml_zoomcamp_2022_projects/tree/gh_mid_term_branch/ml_zoomcamp_2022_mid_term,Unknown,Unknown,
https://github.com/dajebbar/hotel_booking_project,Hotel Cancellation Prediction,Web Service,flask
https://github.com/TatyanaMardvilko/mlzoomcamp-2022-01-pensive-ride,Academic Performance Prediction,Unknown,
https://github.com/K0nkere/Car-prices-midterm,Car Price Predictor Service,Web Service,web service
https://github.com/ythie/mlzoomcamp-midterm,Solar Irradiation Predictor,Web Service,flask
https://github.com/clamytoe/covid-risk-classifier,Covid Vaccination Mortality Predictor,Unknown,
https://github.com/ngalkov/mlzoomcamp_midterm,Concrete Strength Predictor,Web Service,flask
https://github.com/daniel-gheorghita/mlzoomcamp/tree/main/Midterm_song_genre,Genre Prediction API,Unknown,
https://github.com/novellisa/fetal-health-classification,Fetal Health Classification,Unknown,
https://github.com/vermadev54/mlzoomcamp_2022/tree/main/Midterm_project_1,Financial Car Decision Tool,Unknown,
https://github.com/gregorywmorris/MLZoom2022/tree/main/midterm,Stroke Prediction Tool,Unknown,
