project_url,project_title,Deployment Type,Reason
https://github.com/Ilnaz77/mlops_project,Sentiment Analysis Web Service,Unknown,
https://github.com/albwrekt/mlops_zoomcamp_final_project,Bike Rental Optimization,Unknown,
https://github.com/idh71/mlops-project/tree/working,Unknown,Unknown,
https://github.com/tunahankilic/NBAGamePrediction,NBA Game Prediction Guide,Unknown,
https://github.com/ChungWasawat/dtc_mlops_project,Vehicle Coupon Prediction,Unknown,
https://github.com/TimBeckerAachen/predict-stocks,Stock Price Predictor,Unknown,
https://github.com/sarthz/mlops-zoomcamp,Unknown,Unknown,
https://github.com/Sebasfac/mlops_zoomcamp_project_car_price_prediction,Car Price Predictor,Unknown,
https://github.com/venky-lucky/MLOPS_ZoomCamp/tree/main/MLOPS_final_project,Stock Price Predictor,Unknown,
https://github.com/peterernicke/MLOps_Zoomcamp_2023_Project.git,Housing Price Prediction,Web Service,web service
https://github.com/hdt94/dtc-mlops-project/,NYC Taxi Ride Predictor,Web Service,flask
https://github.com/Taciturny/Mlops_projectdtc,Data Scientist Salary Predictor,Web Service,flask
https://github.com/Sampayob/mlops-zoomcamp-2023-project,Dermatology Disease Classifier,Unknown,
https://github.com/GbotemiB/MLOps_zoomcamp/,Housing Price Prediction Pipeline,Web Service,flask
https://github.com/amogh-kalalbandi/ipl-auction-prediction,IPL Auction Documentation Available,Unknown,
https://github.com/TimCosemans/PROJ-Algorithmic-Trading,Stock Price Predictor,Web Service,flask
https://github.com/Michael95-m/mlops-capstone-project,Diabetes Prediction Service,Web Service,flask
https://github.com/sagar118/text-analyzer,Social Media Text Classification,Streaming,real-time
https://github.com/EvanHofmeister/mlops-zoomcamp-project,Airline Satisfaction Prediction Pipeline,Unknown,
https://github.com/thesjanse/wine-quality-mlops-zoomcamp,Red Wine Quality Prediction,Unknown,
