project_url,project_title,Deployment Type,Reason
https://github.com/amine-akrout/mlops-zoomcamp-capstone,Credit Card Default Prediction,Web Service,fastapi
https://github.com/Data-Think-2021/mlops-final-project/tree/main,Unknown,Batch,batch
https://github.com/ayeffkay/mlops_zoomcamp_project/tree/develop,Unknown,Batch,batch
https://github.com/suri976/ML_OPS_ZOOM_CAMP/tree/main,Unknown,Unknown,
https://github.com/sebastiancontz/ml-ops-zoomcamp-project,Housing Price Prediction,Batch,batch
https://github.com/bkraffa/mlopszoomcampproject,Bike Trip Duration Prediction,Web Service,flask
https://github.com/antihaddock/mlops_camp_project,30-Day Hospital Stay Prediction,Web Service,flask
https://github.com/seacevedo/Splatoon_Battle_Prediction,Cloud-based ML Solution,Unknown,
https://github.com/skipper-com/dtc_mlops_course_project,Airbnb Price Predictor,Batch,batch
https://github.com/Sebasfac/MLOPS_zoomcamp_project/tree/main,Unknown,Unknown,
https://github.com/MANOJ21K/MLOPs.git,MLOps for NYC Taxi,Unknown,
https://github.com/Bcopeland64/Zoomcamp-Notebooks/tree/main,Unknown,Unknown,
https://github.com/qCircuit/zoomcamp_project,Bitcoin Price Prediction,Web Service,flask
https://github.com/weslleyalmeid/credit_risk_mlops/tree/main,Unknown,Batch,batch
https://github.com/suparshukov/escooters-demand-mlops,Electric Scooter Demand Forecast,Web Service,web service
https://github.com/mussiehaile/Bank-Churn-end-to-end.git,Bank Churn Prediction Model,Web Service,fastapi
https://github.com/Joseun/lightsonheights,Fake News Classifier,Unknown,
https://github.com/rehamessameltagoury/Loan-Approval-Prediction,Loan Approval Prediction,Unknown,
https://github.com/Nelsonlin0321/ml-bst-movielens1m-recommender-serving,Movie Recommendation API,Web Service,fastapi
https://github.com/khushal2911/mlops-zoomcamp/tree/main/07-project,Unknown,Unknown,
https://github.com/anammari/mlops-zoomcamp-project-2023,DC Taxi Cost Estimation,Web Service,flask
https://github.com/celik-muhammed/MLOps-Zoomcamp-Module-7-Project-2-Citi-Bike-Ride-Duration-Prediction,Citi Bike Ride Duration,Unknown,
https://github.com/BoKatanKrize/kickstarter-mlops,Kickstarter Success Prediction Pipeline,Web Service,flask
https://github.com/FaresAmiar/mlops-zoomcamp-project,Airbnb Price Prediction,Unknown,
https://github.com/GiTilemac/mlops-project,Pancreatic Cancer Prediction,Batch,batch
https://github.com/directdetour/MLOps-Project,MLOps Linear Regression Deployment,Unknown,
https://github.com/marcosppaiva/mlops-final-project,Rent Prediction Tool,Web Service,fastapi
https://github.com/benjpacheco/loan-data-project,AWS Loan Default Prediction,Web Service,fastapi
https://github.com/ynusinovich/mlops-zoomcamp-dtc/tree/main/project,Water Contaminant Prediction,Unknown,
https://github.com/KaleShreyas/turbo-fiesta,Renewable Energy Prediction Service,Web Service,flask
https://github.com/ugm2/email-discriminator,Email Filter Discriminator,Batch,batch
https://github.com/louis-reinaldo/mlopsproject_eth_prediction/blob/main/07-project/,Unknown,Unknown,
https://github.com/inrsta/spotify-prediction-api,Spotify Popularity Predictor,Unknown,
https://github.com/edcalderin/StudentDropout-Prediction-Mlops/changes,Unknown,Unknown,
https://github.com/henrikerola/mlops-zoomcamp-project,Diabetes Prediction Platform,Web Service,flask
https://github.com/slchangtw/imdb_sentiment_analysis_mlops,IMDB Sentiment Analysis Pipeline,Batch,batch
https://github.com/sl2902/credit_churn_prediction,Credit Card Churn Prediction,Web Service,web service
https://github.com/arybach/mlops-infra.git,Metaflow Deployment on AWS,Batch,batch
https://github.com/quinnavila/tricorderai,"1. ICU Patient Assistance
2. Mortality",Batch,batch
https://github.com/lerummi/accident-severity-forecast,UK Road Safety Forecasting,Batch,batch
https://github.com/zabull1/mlops_churn_project,Churn Prediction Solution,Batch,batch
https://github.com/shayannejadshamsi/mlops_zoomcamp_final_project,Bank Churn Prediction Workflow,Unknown,
https://github.com/Chalermdej-l/Mlop_Project,Bank Subscription Predictor,Web Service,flask
https://github.com/dimzachar/xGoals-mlops,Scalable xG Pipeline,Streaming,stream
https://github.com/padmapria/customerchurn_prediction_mlops_project/tree/master,Unknown,Batch,batch
https://github.com/bbilmez/MLOps_final_project.git,Heart Failure Predictor,Unknown,
https://github.com/ranga4all1/stack-overflow-2023,Software Compensation Predictor,Batch,batch
https://github.com/silvanmurre/electricity-demand-fc,Electricity Demand Forecasting Solution,Unknown,
https://github.com/JVAparicio/MLOps_Zoomcamp_Final_Project,Spam Email Classifier,Web Service,fastapi
https://github.com/AhmedFahim-git/diabetes_prediction,Diabetes Survival Predictor,Batch,batch
https://github.com/fitpred/mlops-zcamp-project,Used Car Price Estimator,Web Service,web service
https://github.com/atharvakavitkar/mlops-project,NYC Taxi Fare Prediction,Streaming,stream
https://github.com/fluentnumbers/portfolio_mlops,Fake News Detection Algorithm,Web Service,web service
https://github.com/moubashsir/mlops-project,Bike Booking Prediction Tool,Batch,batch
https://github.com/aaalexlit/capitalbikeshare-mlops,Bike Ride Duration Predictor,Web Service,web service
https://github.com/tarasenya/mlopszoomcamp_final_project,Heart Stroke Predictor,Web Service,flask
https://github.com/lucapug/e2e-bike-count-predictor,Bike Sharing Predictor,Web Service,flask
https://github.com/daniel-gheorghita/MLOps_car_price_prediction/tree/master,Unknown,Web Service,flask
https://github.com/arundac23/MLOPS-zoomcamp-2023-project/tree/master,Unknown,Web Service,flask
https://github.com/ayeffkay/mlops_zoomcamp_project,Music Genre Classifier,Batch,batch
https://github.com/kkruglik/mlops-zoomcamp-project,Churn Prediction Application,Web Service,fastapi
https://github.com/AbdallaAbker/mlops.git,Traffic Volume Prediction Model,Unknown,
https://github.com/Ilnaz77/mlops_project,Customer Sentiment Classifier,Unknown,
https://github.com/albwrekt/mlops_zoomcamp_final_project,Bike Rental Optimization,Unknown,
https://github.com/idh71/mlops-project/tree/working,Unknown,Unknown,
https://github.com/tunahankilic/NBAGamePrediction,NBA Game Predictor Installation,Unknown,
https://github.com/ChungWasawat/dtc_mlops_project,Vehicle Coupon Prediction,Unknown,
https://github.com/TimBeckerAachen/predict-stocks,Stock Price Predictor,Unknown,
https://github.com/sarthz/mlops-zoomcamp,Unknown,Unknown,
https://github.com/Sebasfac/mlops_zoomcamp_project_car_price_prediction,Car Price Predictor,Unknown,
https://github.com/venky-lucky/MLOPS_ZoomCamp/tree/main/MLOPS_final_project,Stock Price Predictor,Unknown,
https://github.com/peterernicke/MLOps_Zoomcamp_2023_Project.git,Housing Price Prediction,Web Service,web service
https://github.com/hdt94/dtc-mlops-project/,NYC Taxi Ride Predictor,Web Service,flask
https://github.com/Taciturny/Mlops_projectdtc,Data Scientist Salary Predictor,Web Service,flask
https://github.com/Sampayob/mlops-zoomcamp-2023-project,Dermatology Disease Classifier,Unknown,
https://github.com/GbotemiB/MLOps_zoomcamp/,Nigerian Housing Price Predictor,Web Service,flask
https://github.com/amogh-kalalbandi/ipl-auction-prediction,IPL Auction Documentation Available,Unknown,
https://github.com/TimCosemans/PROJ-Algorithmic-Trading,Stock Price Prediction AI,Web Service,flask
https://github.com/Michael95-m/mlops-capstone-project,Diabetes Prediction Service,Web Service,flask
https://github.com/sagar118/text-analyzer,Social Media Text Analyzer,Streaming,real-time
https://github.com/EvanHofmeister/mlops-zoomcamp-project,Airline Satisfaction Prediction Pipeline,Unknown,
https://github.com/thesjanse/wine-quality-mlops-zoomcamp,Red Wine Quality Prediction,Unknown,
