project_url,project_title,Deployment Type,Reason,Cloud
https://github.com/hsuyab/project_final,Diamond Price Prediction: Cat,Web Service,flask,AWS
https://github.com/rizdiaprilian/MLOps_Zoomcamp/tree/master/UK_house_price,UK House Price Forecasting,Web Service,flask,AWS
https://github.com/VenkatArchitect/final,Flower Classification Solution,Web Service,web service,AWS
https://github.com/MarcosMJD/mlops-chicago-taxi,Chicago Taxi Duration Prediction,Batch,batch,AWS
https://github.com/vykuang/TO-bikeshare-membership,Bike Rider Classification,Batch,batch,AWS
https://github.com/tmikolajczyk/mlops-zoomcamp-project,Flight Price Prediction,Web Service,flask,AWS
https://github.com/dheerajkarra/MLOps_Zoomcamp/tree/main/Project,MLOps Pipeline Exploration,Web Service,flask,Unknown
https://github.com/IanVlasov/mlops_pet_project,MLOps for Taxi Fare,Streaming,stream,AWS
https://github.com/vdevilliers/mlops-zoomcamp,Oil Price Forecasting,Unknown,Unknown,AWS
https://github.com/Purity-E/project_mlopszoomcamp,Fake News Detector,Batch,batch,AWS
https://github.com/amitkml/mlops-HomeRentProcessor,"MLOps Mastery
Rent",Batch,batch,AWS
https://github.com/zioalex/mlops-capstone-project,Russian Economic Influence Forecast,Batch,batch,AWS
https://github.com/allront/mlops_zoomcamp,Bank Campaign Prediction,Web Service,flask,Yandex Cloud
https://github.com/heisguyy/mlops-capstone,Home Value Prediction,Batch,batch,AWS
https://github.com/KeiranJOC/bikeshare-ride-duration-prediction-service,Bikeshare Ride Prediction,Unknown,Unknown,AWS
https://github.com/xydo1990/mlops_zoomcamp_homework,Minifigure Classification Solution,Batch,batch,AWS
https://github.com/ovokpus/Income-Prediction-Pipeline,Predicting Census Incomes,Web Service,flask,GCP
https://github.com/Nakulbajaj101/mlops-zoomcamp-final-project,Bikeshare Rental Insights,Batch,batch,AWS
https://github.com/shivkurtarkar/chat-moderation,SafeChat: Real-time,Web Service,flask,Unknown
https://github.com/OlubiyiMosope/mlops-zoomcamp-project,Abalone Age Prediction,Batch,batch,Unknown
https://github.com/varunkuntal/Crypto-prediction,Daily Crypto Forecast,Web Service,flask,Unknown
https://github.com/BhuiyanMH/bixi-ride-duration-prediction,Bixi Ride Prediction,Web Service,flask,AWS
https://github.com/dr563105/mlops-project-grocery-sales,Grocery Sales Prediction,Web Service,flask,AWS
https://github.com/AntonisCSt/Mlops_project_semicon/tree/main,Unknown,Web Service,fastapi,AWS
https://github.com/emoloic/house-rent-prediction,Smart Rent AI,Web Service,flask,AWS
https://github.com/camilo-cf/mlops_car_sales,Auto Loan Targeting,Batch,batch,AWS
https://github.com/IremErturk/dtc-mlops-capstone-project,PoemGen AI API,Web Service,fastapi,AWS
https://github.com/eeeds/employees-attrition-mlops,Attrition Prediction,Web Service,flask,Unknown
https://github.com/lemminkainen94/mlops-project,Target Sentiment Analysis,Unknown,Unknown,GCP
https://github.com/bryskulov/mlops-house-prices,Automated House Price Prediction,Web Service,flask,AWS
https://github.com/OLAMIDE100/Capstone-Project-Mlops-ZoomCamp,Home Price Prediction,Batch,batch,AWS
https://github.com/npogeant/flight-delay,Flight Delay Prediction,Batch,batch,AWS
https://github.com/vermadev54/MlopsZoomcampCourceProject,Reducing Credit Card Attr,Batch,batch,AWS
https://github.com/HoracioSoldman/mlops-project,Flight Delay Prediction,Web Service,flask,GCP
https://github.com/andrecpc/mlops-zoomcamp-project,Veggie Classification System,Web Service,fastapi,Unknown
https://github.com/Vulon/pet_image_detection,Feline Canine Segmentation,Unknown,Unknown,GCP
https://github.com/mharty3/energy_data_capstone/blob/master/readme.md,Unknown,Unknown,Unknown,Unknown
https://github.com/Chinemelu4/mlops-zoomcamp-project.git,Airbnb Pricing Replication,Unknown,Unknown,Unknown
https://github.com/liartem/mlops-zoomcamp/tree/main/final_project,Car Buying Prediction,Web Service,flask,AWS
https://github.com/deen360/mlops-project,Paris House Cost Estimator,Web Service,flask,Unknown
https://github.com/Peco602/maternal-health-risk,Maternal Risk Prediction Pipeline,Web Service,flask,Unknown
https://github.com/jralduaveuthey/mlops-covid,COVID Predictions System,Batch,batch,AWS
https://github.com/Chrisroj/mlops-final-project,Telco Churn Prediction,Streaming,streaming,AWS
https://github.com/bijay-05/MLOPs-zoomcamp-capstone,NYC Fare Prediction,Web Service,flask,Unknown
https://github.com/ibombonato/mlops-showcase,Cloud-based MLOps,Batch,batch,AWS
https://github.com/razorcd/mlops-training/tree/main/capstone-project,Automated ML Pipeline,Batch,batch,AWS
https://github.com/prashant-py-debug/mlops-project,ML System Orchestration,Web Service,fastapi,Unknown
https://github.com/yusyel/mlops-project,CHD Risk Prediction,Unknown,Unknown,Unknown
https://github.com/Ashish110110/MLOps/tree/main/Project,Wine Quality Prediction,Web Service,flask,AWS
https://github.com/hakymulla/Diabetes-ML-ps,Diabetes Prediction Project,Unknown,Unknown,Unknown
https://github.com/CodeProcessor/MLOps-Project-1,Pizza Prediction Model,Unknown,Unknown,Unknown
https://github.com/yalcinerbasi/mlOps,Unknown,Unknown,Unknown,Unknown
https://github.com/Qfl3x/mlops-zoomcamp-project,Churn Prediction AI,Unknown,Unknown,GCP
https://github.com/yalcinerbasi/mlops-zoomcamp,Property Hazard Prediction,Unknown,Unknown,AWS
https://github.com/mmgxa/MLZ_P,MLOps for Imbalanced,Batch,batch,AWS
https://github.com/instabaines/MLOps/tree/project/Project,Unknown,Unknown,Unknown,Unknown
